cd	grp_cd	dscr
8068.01	1665	SAN JULIO MANOR SEC 1,2
8069.00	1665	YALE ST ACRES
8070.00	1668	N10AL M/R
8071.00	1668	N10AL M/R
8071.01	1675	KRISHNA GARDENS
8071.02	1677	CREEKMONT VILLAS
8071.03	1675	GOVARDHAN
8071.04	1675	PARK VIEW AT OAK FOREST & OTHERS
8071.05	1668	SUNNY HOLLOW
8071.06	1670	MILWEE MEADOW
8073.00	1667	YALE ACRES 2ND
8074.00	1667	NORTH PARK
8075.00	1667	MAIN MANORS
8076.00	1665	GARDEN ACRES
8076.01	1678	STONEWORKS WERNER PARK
8077.00	1668	BEIHORN SEC. 1,3
8077.01	1675	FISHER ESTATES & OTHERS
8077.02	1675	GROVE @ OAK FOREST SEC 1
8077.04	1675	HARRIS ORCHARD
8077.08	1675	BETHEL LANDING
8078.00	1665	LOWELL HEIGHTS
8078.01	1678	WOODCREST COURT,THORNTON PL. & OTHERS
8079.00	1665	SHEPARD OAKS
8079.01	1677	PINEMONT, N SHEPERD, LEHMAN AREA
808.00	9001	SHADY TREES ADDN
8080.00	1669	CENTRAL GARDENS M/R
8081.00	1669	HEMPSTEAD GARDENS
8081.02	1679	MILWEE ESTATES
8081.03	1675	VILLAS AT GARDENDALE & OTHERS
8081.04	1675	MILWEE PLACE
8081.06	1675	BOLIN ESTATES
8082.00	1677	ROSSLYN M/R
8082.01	1677	RIO
8083.00	1677	ROSSLYN HEIGHTS
8083.01	1675	ROSSLYN HEIGHTS SEC 2
8083.05	1677	RESERVE AT OAK FOREST
8083.10	1677	SALAZAR HOMES ON HOOVER & KONTAKT
8084.00	1679	NORTH POST OAK TERRACE
8085.00	1679	UPTOWN NORTH SEC 1
809.00	9001	GENOA COURT
81.00	4011	EVERGREEN WOOD
810.00	9001	BORDERSVILLE
813.00	9019	MILLCREEK
813.05	9012	SERENITY ESTATES
814.00	9019	KENSWICK SEC 1,2,3,5, 5 R/P
814.01	9024	KENSWICK SEC 6, 6 R/P & 7 R/P
816.00	9023	KENSWICK GLEN/MEADOWS/FOREST 1-6
816.04	9023	KENSWICK SEC 6 PAR R/P NO 1 & 7 R/P NO 1
816.11	9024	KENSWICK TRACE
818.00	9014	GREENWOOD VILLAGE SEC 1,3/OTHERS
819.00	9024	WOODCREEK SEC 1 & PT. 2
819.01	9024	WOODCREEK PT SEC 2
819.02	9024	WESTFIELD GLEN
819.03	9024	WESTFIELD GLEN VLG SEC 1
82.00	4014	WOODEDGE VILLAGE
82.01	4021	GREEN CREEK ESTATES SEC 2
820.00	9019	CYPRESS CREEK MEMORIAL HEIGHTS
821.00	9019	MEMORIAL HILLS SEC 1-4
823.00	9020	INVERNESS FOREST
824.00	9022	MOBILE HOME ESTATES #1,2
825.00	9001	CYPRESS GARDENS
826.00	9019	FOXWOOD 1-6 & 8
826.02	9023	FOXWOOD SEC 5 (03) 7 (04SUB)
826.03	9023	FOXWOOD SEC 9,11-16
826.04	9023	FOXWOOD MEADOWS
83.00	4096	EDGEWOOD ESTATES
830.01	9001	MIDWAY PLAZA U/R
8300.00	1613	LAZYBROOK SEC. 5,8
8300.01	1613	LAZYBROOK SEC. 1,3,4,7,
8301.00	1613	TIMBERGROVE MANOR SEC. 7-12
8301.01	1613	TIMBERGROVE MANOR SEC. 13,14
8301.02	1613	TIMBERGROVE MANOR SEC. 2,3,4
8301.03	1613	TIMBERGROVE MANOR SEC. 5
8301.04	1613	HOLLY PARK
8301.05	1644	TIMBERGROVE GREEN
8301.07	1652	STANLEY PARK
8301.08	1644	TIMBERGROVE COURT
8301.09	1613	TIMBERGROVE MANOR SEC 6
8301.10	1644	TIMBERGROVE HEIGHTS
8301.11	1644	RESERVE AT WASHINGTON SEC 1,2
8301.12	1623	MAXROY T/H
8301.13	1644	TIMBERGROVE GARDENS
8301.14	1623	LETEIN T/H'S
8301.15	1644	MAYFAIR AT HEMPSTEAD
8301.16	1623	TIMBERGROVE YARDS
8301.17	1644	HEIGHTS @ MINIMAX
8301.18	1644	SEAMIST SEC 1,2
8301.19	1623	PALISADES PARK
8301.20	1657	CROSSING AT TIMBERGROVE
8302.00	1652	COTTAGE GROVE
8303.00	1638	SHADY ACRES
8303.01	1638	SHADYWOOD
8303.02	1644	SHADY ACRES TOWNHOMES
8303.03	1644	WEST EIGHTEENTH ST T/H'S
8303.04	1644	HERITAGE CREEK
8303.05	1644	TIMBERGROVE TERRACE
8303.06	1644	SHADY ACRES 10TH PAR R/P
8303.07	1644	VILLAS ON HEMPSTEAD
8303.08	1644	TIMBERGROVE POINT
8303.09	1644	ENCLAVE ON T C JESTER
8303.10	1644	COTTAGES AT SHADY ACRES
8303.11	1644	RH ELEVENTH STREET SEC 1
8303.12	1644	SHADY ACRES T/H (S OF 2OTH)
8303.13	1644	SHADY ACRES T/H (W OF BEVIS)
8303.15	1644	SOMERSET GREEN SEC 2 - 9
8303.17	1644	KENSINGTON GREEN
8304.00	1639	HOUSTON HEIGHTS
8304.01	1620	HOUSTON HEIGHTS
8304.02	1617	HOUSTON HEIGHTS
8304.03	1620	HEIGHTS ANNEX
8304.05	1639	MILROY PLACE
8304.06	1620	HOUSTON HEIGHTS
8304.07	1620	HARDING HEIGHTS/WEST HEIGHTS/KIAM PL
8304.08	1620	PT/HOUSTON HEIGHTS
8304.09	1621	PT/STUDS 2ND
8304.10	1640	SUNSET HEIGHTS 2ND PAR R/P
8305.00	1640	SUNSET HEIGHTS
8305.01	1644	HEIGHTS T/H S OF E 11TH
8305.02	1644	HOUSTON HEIGHTS ROW T/H
8305.03	1644	FOURTH & OXFORD T/H
8305.04	1657	SHANNON ROW
8305.05	1617	HOUSTON HEIGHTS
8305.07	1639	HOUSTON HEIGHTS (W' OF SHEPHD)
8305.08	1640	SUNSET HEIGHTS (E' OF N MAIN) / STUDES 1
8305.09	1641	BROOKESMITH (N' OF W PATTON)
8305.10	1644	HOUSTON HEIGHTS T/H (N OF 2OTH)
8305.11	1644	HOUSTON HEIGHTS T/H (E OF MAIN)
8305.12	1644	PARK PLACE IN THE HEIGHTS
8305.13	1644	HIDDEN LAKE SEC I & II
8305.14	1644	WOODLAND HEIGHTS T/H (E. OF STUDEWOOD)
8305.15	1657	EAST HEIGHS AT AIRLINE
8306.00	1621	NORTH NORHILL/PT STUDS 2ND
8306.01	1641	BROOKESMITH
8306.02	1618	WOODLAND HEIGHTS
8306.03	1644	NORHILL ADDITION T/H
8306.04	1641	E SUNSET HEIGHTS/OAKDALE PL/FARMERS MARKET
8306.05	1618	WOODLAND HEIGHTS (EAST) & GERMANTOWN
8306.06	1618	NORHILL/WOODLAND TERR
8306.07	1644	WOODLAND PARK PLACE
8306.08	1623	MEMORIAL HEIGHTS SEC 9
8306.09	1640	AIRLINE DRIVE TOWNHOMES
8306.10	1621	NORHILL
8306.11	1644	HARVARD HEIGHTS TWNH
8306.12	1629	VENTURE SQUARE & FAIRVIEW
8306.13	1623	MEMORIAL HEIGHTS VILLAS
8306.14	1640	RETREAT AT EMIR STREET
8306.22	1618	WOODLAND HEIGHTS HISTORIC DISTRICT
8307.01	1651	CAMP LOGAN/MINOLA/CLAY & OTHERS
8307.02	1651	RICE MILITARY/DETERING/BRUNNER/OTHERS
8307.04	1623	CAMP LOGAN-ROW T/H
8307.05	1623	RICE MILITARY/BIRDSALL/ T/H
8307.06	1623	WASHINGTON TH
8307.07	1623	WASHINGTON BROWNSTONE
8307.08	1623	RICE MILITARY T/H (N OF BLOSSOM)
8307.09	1623	RICE MILITARY T/H (N OF WASHINGTON)
8307.10	1623	CACERES
8307.11	1623	WASHINGTON T/H (N OF BLOSSOM)
8308.00	1649	GLEN COVE SEC. 1,2
8308.01	1648	CRESTWOOD
8308.02	1623	CRESTWOOD-ROW T/H
8308.03	1650	CRESTWOOD TERR (ARLINGTON CT)
8308.04	1650	CRESTWOOD COURT
8308.05	1648	GLEN COVE SEC 3
8308.06	1649	GLEN COVE/CRESTWOOD4
8308.07	1623	TUSCAN VILLAS
8308.08	1650	SANCTUARY
8308.09	1650	RIVERWOOD ON GLEN COVE
8308.10	1623	GLEN COVE PAR R/P
8309.01	1652	COTTAGE OAKS
8309.02	1623	CITY PARK T/H SEC 1-2 & WHITE OAK STATION
8309.05	1623	MEMORIAL HEIGHTS
8309.06	1623	COTTAGE GROVE T/H & OTHERS
8309.07	1644	VILLAS AT BONNER
8309.08	1623	COTTAGE GROVE SEC 8
8309.10	1623	LARKIN PLACE
8309.11	1623	COTTAGE GROVE LAKE
8310.00	1652	KOEHLERS FIRST, MAGNOLIA
8310.01	1652	J. BRASHER, RIVERSIDE PARK
8311.00	1652	SHEARN/BEAUCHAMP SPRINGS
8311.01	1652	W. R. BAKER (S. OF RR TRACKS)
8311.02	1652	WASHINGTON/HOUSTON AVE TH/HOUSTON VIEWS
8312.00	1626	ALABAMA PL/WESTLAWN TERR.
8312.01	1627	GLENDOWER COURT
8312.02	1619	COLLEGE HGTS/CRAWFORD ROW T/H
8312.03	1619	GLENDOWER/PECKHAM/FAIRVIEW T/H
8312.04	1625	LIVE OAKS
8312.05	1627	FERNDALE/DAVID CROCKETT
8312.06	1622	LE VOISIAGE
8312.07	1622	CHATEAUX SQUARAE
8312.08	1622	2300 STEEL STREET
8312.09	1626	MADISON PLACE T/H
8313.00	1636	HIGHLAND VLG/LYNN PARK ANNEX
8313.01	1636	WESLAYAN PLAZA
8313.02	1637	WEST LANE ANNEX
8313.03	1636	WESLAYAN PLAZA #2
8313.04	1636	WESTGROVE COURT
8313.05	1622	COURTS OF LAS PALMAS
8313.06	1622	ALABAMA COURTS PLACE
8313.07	1622	COURT OF WEST ALABAMA
8313.08	1622	SUTTON COURT
8313.09	1622	SAINT STREET PLACE
8313.11	1622	WEST MAIN COMMONS
8314.00	1637	WEST LANE PLACE
8314.04	1654	WEST LANE PLACE ROW T/H
8314.05	1654	STANFORD OAKS-ROW TH
8314.06	1654	PARK AT POST OAK
8314.07	1654	BRIAR HOLLOW ESTATES, OAKS,&WENTWORTH POST OAK
8314.08	1654	RO. CT. GARDEN HOMES
8314.09	1654	EATON SQUARE
8314.10	1654	AUDUBON HOLLOW
8315.00	1635	AFTON OAKS
8315.01	1658	ATWOOD VILLAS (DUPLEXES)
8315.02	1658	AFTON OAKS (S. OF RICHMOND)
8315.03	1622	VILLAS OF AFTON OAKS (T/H)
8315.04	1654	BRIARGLEN OAKS PARK
8315.05	1654	RIVER OAKS COURT (RES A)
8316.00	1625	WAIN/WINDSOR PL/PLAINVIEW
8316.02	1624	CHERRYHURST/OTHERS
8316.03	1656	MOYNE/OTHERS
8316.04	1629	MONTROSE T/H S. OF WESTHEIMER
8316.05	1629	HYDE PARK MAIN/MONTROSE CENTRAL T/H
8316.06	1629	RICHMOND PL/RICHWOOD-ROW T/H
8316.07	1629	MONTROSE 696-ROW T/H
8316.08	1629	MONTROSE FAIRGROUNDS 3RD-ROWTH
8316.09	1629	HYDE PARK T/H
8316.10	1622	WEST MAIN APTS 2ND PAR R/P
8317.00	1601	BAKER/OTHERS
8317.01	1601	FAIRGROUNDS
8317.03	1643	E. W. CAVE/FAIRVIEW/ALDEN PL
8317.04	1645	COURTLANDT PLACE
8317.05	1833	MANDEL PLACE T/H CONDO
8317.06	1657	HAWTHORNE ST. T/H
8317.07	1656	WESTMORELAND
8318.00	1619	AVALON COURT
8318.01	1601	FOURTH WARD T/H'S
8318.03	1629	CASTLE COURT PLACE
8318.06	1629	N.E. MONTROSE T/H'S
8319.00	1629	CHERRY HURST-ROW T/HS
8319.02	1629	COMMONWEALTH PARK
8319.03	1629	LA RUE STREET TOWNHOMES
8320.01	1638	CLARK PINES SEC. 1,2
8320.02	1654	WEST CT & KERRS FERNDALE T/S
8320.09	1629	HYDE PARK CRESCENT
8321.05	1625	HYDE PARK HEIGHTS/CHERRYHURST/ WESTOVER
8321.06	1624	ROSSMOYNE/CASTLE COURT/RICHMOND PLACE
8321.08	1643	TEMPLE TERRACE
8322.00	1695	RIVER OAKS TALL TIMBERS & PT SEC 10
8323.02	1695	RIVER OAKS PT CCE AND OTHERS
8323.03	1695	RIVER OAKS PT. 9, 11
8323.04	1695	RIVER OAKS - KIRBY DRIVE
8323.05	1695	RIVER OAKS NORTH OF KIRBY
8324.00	1695	R.O. GOLF COURSE, BLVD, HOMEWOODS, BRIARWOOD
8324.02	1695	RIVER OAKS PT. 7,8
8325.00	1695	RIVER OAKS 4, 5, PT CCE
8326.04	1695	RIVER OAKS E. OF KIRBY NORTH
8326.08	1695	RIVER OAKS E OF KIRBY SOUTH
8327.00	1696	AVALON PLACE
8328.00	1696	OAK ESTATES
8329.00	1696	ROYDEN OAKS
8330.00	1652	N10SL M/R
8331.00	1614	DURHAM PARK TH PH 1,2
8331.01	1614	BROWNSTONE SQUARE TH
8331.02	1614	4500 DICKSON-BRUNNER
8331.03	1614	GROVE COURT TH
8331.04	1614	FOWLER PLACE
8332.00	1615	VOSSDALE TH
8332.01	1615	RIVERHOLLOW APTS T/H
8332.02	1615	RAINTREE PLACE
8332.03	1615	BRIARHOLLOW TH
8332.04	1615	REVERE STEEL TH
8332.05	1615	COMMONS II
8332.06	1615	DREXEL PLACE/LAS PALMAS
8332.07	1615	WILLOWICK PLACE
8332.08	1615	MIDLANE SQUARE
8332.09	1615	RIVER OAKS SQUARE
8332.11	1615	STRATFORD PARK TH
8333.00	1629	POTTERS WALK
8333.01	1629	STONEWALL JACKSON PLACE
8333.02	1629	WHITELAND PLACE
8333.03	1629	LOCKHART-CONNOR-BARZIZA
8333.04	1629	MONTROSE ANNEX TH
8333.05	1629	1841 MARSHALL STREET TH
8333.06	1629	MAYFAIR MEWS
8333.07	1629	HYDE PARK
8333.08	1629	CHERRYHURST TH
8333.09	1629	3818-3822 BUTE
8333.10	1629	AVONDALE
8333.12	1629	ONE WESTHEIMER LOFT
8334.00	1647	MIMOSA PLACE TH
8334.01	1647	CRESTWOOD ON THE PARK CONDO
834.00	9004	ALDINE PINES SEC 1
835.00	9001	WELDON PINES
836.00	9021	FOUNTAIN VIEW #1
837.00	9001	GREENLEE
838.00	9021	SEQUIOA ESTATES
839.00	9001	PARKWOOD ESTATES
84.00	4030	CONCORD BRIDGE & CONCORD BRIDGE NORTH
84.04	4102	ELDRIDGE PARK 1,2,3,5,7
840.00	9021	LANNA'S COUNTRY CLUB ESTATES
8400.00	1301	EMANCIPATION PARK
8400.01	1301	MR-S OF PIERCE-N OF 59
8400.04	1301	HOLMAN & EMPIRE-MIDTOWN
8400.05	1301	AUSTIN PARK #1-3
8400.06	1322	CRAWFORD/BALDWIN/OTHERS
8400.09	1322	MIDTOWN T/H
8400.10	1322	MANOR PARK
8400.12	1301	WEST EMANCIPATION PARK
8400.13	1322	CRAWFORD MANOR & OTHERS
8401.00	1301	FELDMAN COURT
8401.01	1301	RIVERSIDE TERRACE PT
8401.02	1322	RIVERSIDE PL/CALUMET DR LOFTS & OTHERS
8401.03	1322	LOFTS ON WENTWORTH/BLODGETT LANDING
8401.04	1322	PEERLESS PATIO HOMES
8401.06	1322	SAMSHI PROSPECT/COURTABLEAU EST & OTHERS
8402.00	1301	W.A.WILSON/PRAIRIE HMS PAR R/P
8402.01	1301	LEELAND PARK (S/O NBHD 8402)
8402.02	1301	FOREST HOME (S/O NBHD 8400)
8402.03	1301	REWARD THIRD WARD & OTHERS
8402.04	1301	ROSEDALE COURT T/H
8402.08	1322	EMANCIPATION PARK AREA TOWNHOUSES
8402.09	1322	COLEMAN CROSSING
8402.10	1301	PROJECT ROW HOUSES NAPOLEON
8402.11	1322	NAPOLEON VILLAS
8403.00	1301	SOUTHWOOD/SOUTHWOOD OAKS
8403.01	1301	TIMBERCREST
8403.02	1302	UNIVERSITY OAKS
8403.03	1301	HONEY CIRCLE
8403.04	1301	OAK MANOR/UNIVERSITY WOODS
8403.05	1301	SOUTHWOOD OAKS #2
8403.06	1301	N. MACGREGOR OAKS/S.WOOD OAKS
8403.08	1322	THE MODIGLIANI
8404.00	1301	RIVERSIDE TERR #8,10,13,15,20
8404.03	1304	RIVERSIDE TERR BLK.71,72,73
8404.04	1304	RIVERSIDE TERR PT. SOUTHLAND
8404.05	1301	PARKWOOD
8404.06	1302	RIVERSIDE TERRACE PT.
8404.07	1305	TERRACE OAKS
8404.08	1304	RIVERSIDE TERRACE PT
8404.09	1302	RIVERSIDE TERRACE PT
8404.10	1322	SOUTHLAND TERRACE AREA T/H
8404.11	1322	SOUTHLAND PLACE 2ND PAR R/P & OTHERS
8405.00	1304	RIVERSIDE TERRACE SEC. 11,19,21,22
8405.01	1305	MACGREGOR PLACE
8405.02	1301	RIVERSIDE TERR/GARDENS
8405.03	1301	SOUTHLAND TERR/WOODROW & OTHERS
8405.04	1304	RIVERSIDE TERRACE PT.
8405.05	1304	RIVERSIDE TERR (MACGREGOR)
8405.06	1322	ST AUGUSTINE PLACE
8405.07	1322	OASIS AT MACGREGOR AMEND 1
8405.08	1322	MACGREGOR TERRACE SEC 2 PAR R/P
8405.09	1322	MODERN PALMS
8405.10	1322	VECINO HOMES AT DELAFIELD
8406.00	1305	SHIRE OAKS
8406.01	1306	RIVERVIEW
8406.02	1306	EDMUNDSON
8406.03	1306	VILLAS OF FONDE PARK
8406.10	1322	SOUTHERN PALM
8407.00	1306	PINE VALLEY
8407.01	1306	BROOKLINE
8408.00	1305	OAK ACRES
8408.01	1301	REAL STREET HOMES
8409.00	1307	SOUTHLAND PLACE
8409.01	1307	SCOTT TERRACE SEC 4
8409.02	1307	LA SALETTE (S/O NBHD 8409)
8409.03	1307	SOUTH UNION (S/O NBHD 8409)
8409.06	1301	FOUNTAINS AT PEERLESS STREET R/P
8410.00	1307	FOSTER PLACE & LIBERTY ESTATES
8410.01	1307	FOSTER PLACE
8410.03	1301	RITZ AT MCGREGOR ESTATES, GRIGGS RD VILLAS
8411.00	1307	GRAND PARK
8411.03	1301	LONDON COURT
8412.00	1307	MACGREGOR TERRACE
8412.01	1307	MACGREGOR PALMS (S/O NBHD 8412
8412.03	1301	CONTEMPORARY SOUTH/ROLGOM PL
8412.04	1301	SCHROEDER TOWNHOMES
8412.05	1301	PALMETTO PLACE
8413.00	1309	GOLFVIEW MANOR (WEST)
8413.01	1309	GOLFVIEW MANOR (EAST)
8413.02	1309	GOLF CREST
8413.03	1309	GOLF CREST
8413.04	1309	HOUSTON ACREAGE ESTATES
8413.05	1309	OAKLAND PLAZA SEC. 1
8413.07	1309	GREENWAY PARK
8413.08	1309	FAIRLAWN PLACE (SOUTHVIEW ADD)
8413.09	1309	ANDOVER PLACE AND TROPICANA VILLAGE
8413.10	1326	SOUTHVIEW VILLAS SEC 1- 6
8414.00	1310	SANTA ROSA
8414.01	1310	LUM TERRACE
8414.02	1310	SIMS BAYOU ESTATES
8414.03	1309	KINGS COURT BLKS 18-27
8415.00	1310	PARK PLACE
8416.00	1311	SOUTH PARK
8417.00	1311	SOUTHCREST
8418.00	1311	EAST SUNNYSIDE COURT
8418.01	1311	BROOKHAVEN
8418.02	1311	SUNNYSIDE COURT
8418.03	1311	BLUEBONNET ESTATES/DUANE ST.
8418.04	1311	SOUTH PARK SEC 3
8418.05	1311	EAST SUNNYSIDE COURT (S/O-8418
8418.06	1311	EAST SUNNYSIDE COURT (S/O-8418
8418.07	1311	SUNNYSIDE CT N. BELLFORT
8418.08	1311	SUNNYSIDE COURTS S. BELLFORT
8418.10	1311	SUNNYSIDE AREA DUPLEXES
8418.11	1311	MAGGIE MANORS
8419.00	1312	INWOOD TERRACE/EDGEWOOD TERRACE
8419.01	1312	CHOCOLATE BAYOU ESTATES
8420.00	1312	SUNNYSIDE GARDENS
8420.02	1312	SUNNYSIDE VILLAS
8420.05	1312	LAKES ON PEDERSON
8421.00	1312	EDGEWOOD
8421.01	1312	BELLFORT PARK (S/O NBHD 8421)
8422.00	1313	OVERBROOK SEC. 1-4,7,8
8422.01	1313	OVERBROOK SEC. 5,6,9,10
8422.02	1313	BAYOU OAKS
8423.00	1315	GLENBROOK VALLEY #1,3,4,5,6
8423.01	1301	GLENBROOK VALLEY SEC. 11,12
8423.02	1315	GLENBROOK VALLEY
8424.00	1323	GLENBROOK TH
8424.01	1323	LENORA TH
8424.02	1323	GLENBROOK VALLEY TH
8425.00	1315	MEADOW BROOK FREEWAY
8430.00	1315	PECAN VILLAS/CLARA VISTA
8431.00	1315	BAKER WOOD
8432.00	1315	FAIRFIELD
8432.01	1315	GARDEN VILLAS (PT.)
8432.03	1301	GARDEN VILLAS BLKS. 27,33,34
8432.04	1301	LINDEN PLACE
8433.00	1301	ALLE FARM
8434.00	1316	SKYSCRAPER SHADOW SEC 3
8434.01	1301	AIRPORT GARDENS
8435.00	1318	SKYSCRAPER SHADOWS/PEREZ PLACE
8436.00	1318	GULF MEADOWS
8436.01	1318	FUQUA GARDEN/FUQUA COURTS
8436.02	1326	TELEPHONE TOWNHOMES
8436.03	1318	RED ROBIN SQUARE
8436.05	1320	HALL PARK PLACE
8436.06	1320	GILRODRIGUEZ
8437.00	1318	GULF MEADOWS/LYNNE WEATHERSBY
8438.00	1301	GOLDEN GLADE EST.
8439.00	1301	LANGSTON PLACE/ALLISON ROAD HOMES
8439.01	1301	ALMEDA-GENOA PLACE
8439.02	1301	KINGDOM COME PLACE SEC 1,2 & EMERALD MEADOWS SEC 1
8439.03	1326	DAYBREAK SEC 1-4
8439.04	1326	DAYBREAK SEC 5
8439.05	1320	MAPLE VILLAGE
8439.06	1301	SELINSKY SQUARE
8439.07	1320	OREM MEADOWS & PINEAPPLE PARK
844.00	9004	ALDINE GARDENS/ALDINE FRST R/P
8440.00	1319	CRESTMONT PARK SEC.1
8440.01	1319	CRESTMONT PARK SEC. 2,6
8440.02	1320	KENNEDY HEIGHTS (PT.)
8440.03	1320	KENNEDY HEIGHTS (PT.)
8440.04	1319	CRESTMONT PLAZA
8440.05	1319	CRESTMONT PARK SEC. 3,4,5
8440.07	1320	PANAY & PARK VILLAGE SEC 2 & 1
8440.09	1320	UMLAND PARK SEC 1,2
8440.10	1320	ESTATES AT ETHAN HOLLOW
8441.00	1319	SOUTH ACRE EST.
8441.10	1319	SOUTH ACRES HOMETOWN
8443.00	1312	BAYOU EST/BAYOU ESTS PAR R/P#2
8444.00	1312	CRESTMONT SEC. 1,2,3
8444.01	1312	VILLAS ON SUNBEAM SEC 1,2
8445.00	1319	KING EST.
8445.01	1320	KINGS EST. SEC. 5
8445.02	1301	FORBES CROSSING SEC 1-5
8445.03	1301	SOUTHRIDGE CROSSING SEC 1, 3-7
8445.04	1320	EL TESORO SEC 1-3/ PARK VISTA AT EL TESORO SEC 1,3
8445.05	1327	ALMEDA MEADOWS/VILLAS AT ALMEDA SPRINGS & OTHERS
8445.06	1320	ALMEDA XING, MARTINDALE DREAMS & OTHERS
8445.07	1326	ALMEDA TRACE SEC 1,2
8445.08	1320	SOUTH MEADOW PLACE SEC 1-4
8445.09	1320	VILLAS AT ALMEDA SPRINGS R/P
8445.10	1326	ALLISON CIRCLE
8445.20	1320	ALLISON PARK SEC 1-7 AND ANNEX
8445.30	1320	ALMEDA GENOA PLACE 4TH PAR R/P
8445.40	1320	THOMAS HOMES
8446.00	1319	HOLLOWAY HEIGHTS
8446.01	1301	MORNINGSIDE PLACE
8446.02	1301	BRUNSWICK LAKES SEC 1 - 5
8446.03	1301	BRUNSWICK MEADOWS SEC 1,4,8
8446.04	1301	BRUNSWICK MEADOWS SEC 3,6,10-13
8446.05	1301	BRUNSWICK MEADOWS SEC 2,5,7,14-18
8446.06	1301	AUTUMN GLEN SEC 1-5
8446.08	1301	BRUNSWICK MEADOWS SEC 9
8446.09	1301	BRUNSWICK LAKES SEC 6
8446.10	1301	BRUNSWICK LAKES SEC 7 - 9
8446.50	1301	HERITAGE CROSSING
8446.51	1326	MURDOCK PLACE
8446.52	1301	HOLLOWAY HEIGHTS TH
8447.00	1319	SOUTH ACRE EST. SEC. 8
8447.01	1301	SKYVIEW PARK
8447.03	1301	CITY GATE SEC 1-6
8447.04	1301	CITY GATE SEC 7 & 8
8447.05	1301	EMERALD GARDENS
8447.06	1301	CAY LANDING
8448.00	1301	SHAMROCK MANOR
8449.00	1301	HILLWOOD
845.00	9014	WESTERN HOMES
8450.00	1319	SOUTH ACRE EST. SEC. 7
8451.00	1301	CLOVERLAND SEC. 6,7
8451.05	1301	CLOVERDALE
8452.00	1301	PARADISE VALLEY
8452.01	1301	CULLEN ESTATES
8453.00	1319	CLOVERLAND SEC. 1-4
8454.00	1319	BAYOU TERRACE
8455.00	1319	SOUTH ACRE EST. SEC. 5
8456.00	1319	SOUTH ACRE EST. SEC. 6
8456.01	1326	SOUTH ACRES RANCH
8457.00	1327	RIVERBROOK DUPLEX'S
8458.00	1321	SCOTTCREST
8459.00	1321	BLUERIDGE
8459.01	1321	BLUERIDGE SEC 1 PAR R/P
846.00	9014	MARY ELEANOR/MARY FRANCIS/CASTLEDALE SEC 1
8460.00	1321	SUGAR VALLEY EST.
8461.00	1321	REEDWOOD
8461.10	1321	GRAND WEST SEC 1, 2, 3
8462.00	1321	CAROLINA GARDENS
8463.00	1311	SUNNYSIDE EXT-SOUTH
8464.00	1311	SUNNYSIDE
8465.00	1301	U OF H M/R
8465.01	1301	PLUM CREEK TERRACE
8466.00	1301	SOUTH LOOP EAST M/R
8466.01	1301	SOUTHLAND ACRES PT.
8467.00	1301	SOUTHEAST M/R
8467.01	1301	MINNETEX PLACE\GARDENS
8468.00	1301	HOBBY M/R
847.00	9003	OAK WILDE #1-3,3R/P/CASTLEDALE
847.07	9017	ROSSLYN LANDING PT SEC 1
849.00	9014	GREENWOOD #3,4
85.09	4113	LAKES ON ELDRIDGE 9
850.00	9005	HIGH MEADOWS #1-4,9 R/P
8500.00		EXEMPT-ALL 01
852.00	9003	OAK WILDE #4
854.00	9004	FAIRGREEN/EASTEX FREEWAY FOREST
857.00	9022	WEISENBERGER CITY & SEC 2/HIGHLANDS HOMES PLACE
858.00	9010	WOODGATE #3
859.00	9009	FALLBROOK #1-3
86.00	4136	MIXED RESIDENTIAL
86.05	4032	LAKES ON ELDRIDGE 2,3,7 & 11R/P
86.07	4032	LAKES ON ELDRIDGE 12 - 19
860.00	9006	RIDGEPOINT
8600.00	0	PERSONAL PROPERTY MOBILE HOMES
8600.01	0	COMMUNITY LAND TRUST
861.00	9012	FALLBROOK PT. #3
862.00	9009	FORESTWOOD
862.01	9009	FORESTWOOD SEC 2,3
862.03	9043	FORESTWOOD SEC 4
862.04	9009	FORESTWOOD SEC 5-8
862.05	9009	FORESTWOOD ENCLAVE
862.06	9009	FORESTWOOD SEC 9
864.00	9031	LINCOLN GREEN S. PT. #1,1 R/P
865.00	9031	LINCOLN GREEN S. PT. #1
868.00	9008	GREENFIELD VILLAGE 1,2
869.00	9008	BRIARCREEK
87.07	4126	LAKE ON ELDRIDGE 5,6,8,20,21
87.09	4126	LAKES ON ELDRIDGE NORTH 1-6,13,14,18-20
870.00	9011	MCKAMY MEADOWS
873.00	9001	SOUTHBROOK/GLEN FOREST ESTATES
874.00	9014	BLUE BELL PLACE #1,2
875.00	9002	AIRLINE ESTATES
877.00	9001	RIVERWOOD #1-3/WINDING CRK WDS
878.00	9001	FOREST SHADOWS #1,2,3,4
879.00	9004	CASTLEWOOD #1-4/TR. A,B,C
88.00	4035	CHIMNEY HILL 1-3,5 & ELDRIDGE MEADOW 1-3
88.03	4102	VILLAGES-LAKEPOINTE/MCKENDREE PK/SATSUMA VILLAS
88.06	4126	LAKES ON ELDRIGDE N.#8,9 & 11
88.07	4126	LAKES ON ELDRIDGE NORTH SEC 7 & SEC 20 WTRFRNT
880.00	9004	FAIRGREEN PT. #5
881.00	9004	FAIRGREEN
882.00	9005	HIGH MEADOWS PT. #6-8,10
